ParentLocationCode,ParentLocation,SpatialDimValueCode,Location,Year,Gender,Value
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2018,Female,0.0
EUR,Europe,AZE,Azerbaijan,2018,Female,0.2
AFR,Africa,ERI,Eritrea,2018,Female,0.3
EMR,Eastern Mediterranean,EGY,Egypt,2018,Female,0.4
AFR,Africa,GHA,Ghana,2018,Female,0.4
AFR,Africa,NGA,Nigeria,2018,Female,0.5
EMR,Eastern Mediterranean,OMN,Oman,2018,Female,0.7
AFR,Africa,SEN,Senegal,2018,Female,0.7
AFR,Africa,NER,Niger,2018,Female,0.8
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2018,Female,0.8
AFR,Africa,ETH,Ethiopia,2018,Female,0.9
EMR,Eastern Mediterranean,MAR,Morocco,2018,Female,0.9
WPR,Western Pacific,MYS,Malaysia,2018,Female,1.0
AFR,Africa,CMR,Cameroon,2018,Female,1.2
EMR,Eastern Mediterranean,QAT,Qatar,2018,Female,1.3
EUR,Europe,UZB,Uzbekistan,2018,Female,1.3
AFR,Africa,ZWE,Zimbabwe,2018,Female,1.3
AFR,Africa,DZA,Algeria,2018,Female,1.4
AFR,Africa,STP,Sao Tome and Principe,2018,Female,1.4
AFR,Africa,GMB,Gambia,2018,Female,1.5
EUR,Europe,ARM,Armenia,2018,Female,1.6
AFR,Africa,CIV,Côte d’Ivoire,2018,Female,1.6
AFR,Africa,TGO,Togo,2018,Female,1.6
AFR,Africa,MLI,Mali,2018,Female,1.7
WPR,Western Pacific,CHN,China,2018,Female,1.8
AFR,Africa,LBR,Liberia,2018,Female,1.8
AFR,Africa,BEN,Benin,2018,Female,1.9
AFR,Africa,BWA,Botswana,2018,Female,10.1
EUR,Europe,BLR,Belarus,2018,Female,10.4
WPR,Western Pacific,JPN,Japan,2018,Female,10.5
AFR,Africa,SWZ,Eswatini,2018,Both sexes,10.7
SEAR,South-East Asia,TLS,Timor-Leste,2018,Female,10.7
AMR,Americas,BHS,Bahamas,2018,Both sexes,10.9
AMR,Americas,JAM,Jamaica,2018,Both sexes,11.0
AFR,Africa,MDG,Madagascar,2018,Female,11.0
WPR,Western Pacific,FJI,Fiji,2018,Female,11.1
AMR,Americas,PAN,Panama,2018,Male,11.1
AMR,Americas,DOM,Dominican Republic,2018,Male,11.2
WPR,Western Pacific,PLW,Palau,2018,Female,11.2
AMR,Americas,BRA,Brazil,2018,Female,11.5
AFR,Africa,TCD,Chad,2018,Both sexes,11.8
AFR,Africa,KEN,Kenya,2018,Both sexes,11.8
AFR,Africa,MLI,Mali,2018,Both sexes,12.0
SEAR,South-East Asia,IND,India,2018,Female,12.1
WPR,Western Pacific,TON,Tonga,2018,Female,12.1
AMR,Americas,COL,Colombia,2018,Male,12.2
AMR,Americas,GUY,Guyana,2018,Both sexes,12.2
EUR,Europe,UZB,Uzbekistan,2018,Both sexes,12.3
AFR,Africa,BEN,Benin,2018,Male,12.4
AMR,Americas,CAN,Canada,2018,Female,12.4
AFR,Africa,BDI,Burundi,2018,Both sexes,12.6
AMR,Americas,SLV,El Salvador,2018,Both sexes,12.7
AFR,Africa,MWI,Malawi,2018,Both sexes,12.8
AMR,Americas,PRY,Paraguay,2018,Both sexes,12.8
AFR,Africa,CIV,Côte d’Ivoire,2018,Both sexes,13.0
AMR,Americas,HTI,Haiti,2018,Male,13.3
AFR,Africa,RWA,Rwanda,2018,Both sexes,13.3
AFR,Africa,TZA,United Republic of Tanzania,2018,Both sexes,13.3
WPR,Western Pacific,NZL,New Zealand,2018,Female,13.5
AFR,Africa,TGO,Togo,2018,Male,13.5
WPR,Western Pacific,AUS,Australia,2018,Female,13.6
EUR,Europe,ISL,Iceland,2018,Female,13.7
EUR,Europe,ISL,Iceland,2018,Both sexes,13.8
EUR,Europe,ISL,Iceland,2018,Male,13.9
AMR,Americas,MEX,Mexico,2018,Both sexes,13.9
AFR,Africa,ZWE,Zimbabwe,2018,Both sexes,13.9
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2018,Both sexes,14.0
EMR,Eastern Mediterranean,QAT,Qatar,2018,Both sexes,14.0
AFR,Africa,ERI,Eritrea,2018,Male,14.2
AFR,Africa,GMB,Gambia,2018,Both sexes,14.4
AFR,Africa,MOZ,Mozambique,2018,Both sexes,14.4
AMR,Americas,CUB,Cuba,2018,Female,14.5
AMR,Americas,CRI,Costa Rica,2018,Male,14.7
EMR,Eastern Mediterranean,MAR,Morocco,2018,Both sexes,14.7
AFR,Africa,ZMB,Zambia,2018,Both sexes,14.7
WPR,Western Pacific,NZL,New Zealand,2018,Both sexes,14.8
AMR,Americas,BRB,Barbados,2018,Male,15.0
AFR,Africa,LBR,Liberia,2018,Male,15.1
SEAR,South-East Asia,NPL,Nepal,2018,Female,15.3
AMR,Americas,ARG,Argentina,2018,Female,15.4
WPR,Western Pacific,BRN,Brunei Darussalam,2018,Both sexes,15.5
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2018,Female,15.5
AFR,Africa,UGA,Uganda,2018,Male,15.5
AMR,Americas,PER,Peru,2018,Male,15.6
EUR,Europe,RUS,Russian Federation,2018,Female,15.7
EUR,Europe,ISR,Israel,2018,Female,15.8
EUR,Europe,ROU,Romania,2018,Female,15.8
AFR,Africa,BFA,Burkina Faso,2018,Both sexes,16.0
AFR,Africa,ZAF,South Africa,2018,Female,16.0
AFR,Africa,COG,Congo,2018,Both sexes,16.1
WPR,Western Pacific,NZL,New Zealand,2018,Male,16.1
WPR,Western Pacific,AUS,Australia,2018,Both sexes,16.2
AFR,Africa,NER,Niger,2018,Male,16.3
AMR,Americas,BRA,Brazil,2018,Both sexes,16.5
WPR,Western Pacific,SGP,Singapore,2018,Both sexes,16.5
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2018,Both sexes,16.6
WPR,Western Pacific,WSM,Samoa,2018,Female,16.9
EUR,Europe,TUR,Turkey,2018,Female,17.0
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2018,Female,17.3
AFR,Africa,SEN,Senegal,2018,Male,17.4
AFR,Africa,CMR,Cameroon,2018,Male,17.5
AMR,Americas,CAN,Canada,2018,Both sexes,17.5
SEAR,South-East Asia,BGD,Bangladesh,2018,Female,17.7
AMR,Americas,JAM,Jamaica,2018,Male,17.7
EUR,Europe,NOR,Norway,2018,Female,17.7
AFR,Africa,NAM,Namibia,2018,Both sexes,17.9
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2018,Both sexes,18.2
EUR,Europe,FIN,Finland,2018,Female,18.3
EUR,Europe,DNK,Denmark,2018,Male,18.4
EUR,Europe,NOR,Norway,2018,Both sexes,18.4
AMR,Americas,URY,Uruguay,2018,Female,18.4
EMR,Eastern Mediterranean,OMN,Oman,2018,Male,18.5
AMR,Americas,BHS,Bahamas,2018,Male,18.6
EUR,Europe,DNK,Denmark,2018,Both sexes,18.6
WPR,Western Pacific,AUS,Australia,2018,Male,18.7
EUR,Europe,DNK,Denmark,2018,Female,18.7
AFR,Africa,DZA,Algeria,2018,Both sexes,18.8
AFR,Africa,BDI,Burundi,2018,Male,18.8
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2018,Both sexes,18.8
EUR,Europe,LTU,Lithuania,2018,Female,19.0
AFR,Africa,SWZ,Eswatini,2018,Male,19.1
EUR,Europe,NOR,Norway,2018,Male,19.1
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2018,Both sexes,19.2
AMR,Americas,USA,United States of America,2018,Female,19.3
AFR,Africa,COM,Comoros,2018,Both sexes,19.5
EUR,Europe,AZE,Azerbaijan,2018,Both sexes,19.6
EUR,Europe,ITA,Italy,2018,Female,19.6
EUR,Europe,FIN,Finland,2018,Both sexes,19.7
AFR,Africa,RWA,Rwanda,2018,Male,19.7
EUR,Europe,LUX,Luxembourg,2018,Female,19.8
AFR,Africa,SLE,Sierra Leone,2018,Both sexes,19.8
WPR,Western Pacific,SLB,Solomon Islands,2018,Female,19.9
AFR,Africa,COG,Congo,2018,Female,2.0
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2018,Female,2.0
AFR,Africa,SWZ,Eswatini,2018,Female,2.2
AMR,Americas,GUY,Guyana,2018,Female,2.2
AMR,Americas,BRB,Barbados,2018,Female,2.3
AFR,Africa,TCD,Chad,2018,Female,2.3
WPR,Western Pacific,BRN,Brunei Darussalam,2018,Female,2.5
AMR,Americas,SLV,El Salvador,2018,Female,2.5
AMR,Americas,PAN,Panama,2018,Female,2.7
SEAR,South-East Asia,LKA,Sri Lanka,2018,Female,2.7
AFR,Africa,KEN,Kenya,2018,Female,2.8
EMR,Eastern Mediterranean,TUN,Tunisia,2018,Female,2.9
EMR,Eastern Mediterranean,PAK,Pakistan,2018,Both sexes,20.0
EUR,Europe,SVN,Slovenia,2018,Female,20.3
AFR,Africa,MWI,Malawi,2018,Male,20.4
AFR,Africa,KEN,Kenya,2018,Male,20.8
SEAR,South-East Asia,MMR,Myanmar,2018,Female,20.8
AMR,Americas,PRY,Paraguay,2018,Male,20.8
EMR,Eastern Mediterranean,YEM,Yemen,2018,Both sexes,20.9
EUR,Europe,FIN,Finland,2018,Male,21.0
AFR,Africa,SYC,Seychelles,2018,Both sexes,21.1
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2018,Male,21.1
EUR,Europe,IRL,Ireland,2018,Female,21.2
AMR,Americas,MEX,Mexico,2018,Male,21.2
AFR,Africa,TCD,Chad,2018,Male,21.3
EUR,Europe,NLD,Netherlands,2018,Female,21.3
EMR,Eastern Mediterranean,EGY,Egypt,2018,Both sexes,21.4
AMR,Americas,BRA,Brazil,2018,Male,21.5
EUR,Europe,POL,Poland,2018,Female,21.6
EUR,Europe,LUX,Luxembourg,2018,Both sexes,21.7
AMR,Americas,ARG,Argentina,2018,Both sexes,21.8
WPR,Western Pacific,KHM,Cambodia,2018,Both sexes,21.8
WPR,Western Pacific,COK,Cook Islands,2018,Female,21.8
WPR,Western Pacific,MYS,Malaysia,2018,Both sexes,21.8
AMR,Americas,URY,Uruguay,2018,Both sexes,21.8
WPR,Western Pacific,JPN,Japan,2018,Both sexes,21.9
WPR,Western Pacific,KOR,Republic of Korea,2018,Both sexes,22.0
AMR,Americas,GUY,Guyana,2018,Male,22.1
EMR,Eastern Mediterranean,KWT,Kuwait,2018,Both sexes,22.1
EMR,Eastern Mediterranean,IRQ,Iraq,2018,Both sexes,22.2
AFR,Africa,MLI,Mali,2018,Male,22.4
EUR,Europe,PRT,Portugal,2018,Female,22.4
EUR,Europe,MLT,Malta,2018,Female,22.5
EUR,Europe,CHE,Switzerland,2018,Female,22.5
AMR,Americas,CAN,Canada,2018,Male,22.7
EUR,Europe,SVN,Slovenia,2018,Both sexes,22.7
AMR,Americas,SLV,El Salvador,2018,Male,22.8
SEAR,South-East Asia,THA,Thailand,2018,Both sexes,22.8
SEAR,South-East Asia,LKA,Sri Lanka,2018,Both sexes,22.9
EUR,Europe,BEL,Belgium,2018,Female,23.1
EUR,Europe,CYP,Cyprus,2018,Female,23.3
EUR,Europe,UZB,Uzbekistan,2018,Male,23.3
EUR,Europe,ITA,Italy,2018,Both sexes,23.4
AFR,Africa,MOZ,Mozambique,2018,Male,23.4
EUR,Europe,NLD,Netherlands,2018,Both sexes,23.4
AFR,Africa,TZA,United Republic of Tanzania,2018,Male,23.5
EUR,Europe,IRL,Ireland,2018,Both sexes,23.6
EUR,Europe,LUX,Luxembourg,2018,Male,23.6
AFR,Africa,BWA,Botswana,2018,Both sexes,23.7
WPR,Western Pacific,PLW,Palau,2018,Both sexes,23.7
EUR,Europe,LVA,Latvia,2018,Female,24.0
EUR,Europe,EST,Estonia,2018,Female,24.1
WPR,Western Pacific,VUT,Vanuatu,2018,Both sexes,24.1
AFR,Africa,CIV,Côte d’Ivoire,2018,Male,24.3
WPR,Western Pacific,PHL,Philippines,2018,Both sexes,24.3
EUR,Europe,KAZ,Kazakhstan,2018,Both sexes,24.4
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2018,Male,24.6
WPR,Western Pacific,CHN,China,2018,Both sexes,24.7
AFR,Africa,BFA,Burkina Faso,2018,Male,24.9
EUR,Europe,BEL,Belgium,2018,Both sexes,25.0
AFR,Africa,ZMB,Zambia,2018,Male,25.0
EMR,Eastern Mediterranean,BHR,Bahrain,2018,Both sexes,25.1
EUR,Europe,MLT,Malta,2018,Both sexes,25.1
EUR,Europe,SVN,Slovenia,2018,Male,25.1
EUR,Europe,CHE,Switzerland,2018,Both sexes,25.1
AMR,Americas,USA,United States of America,2018,Both sexes,25.1
AMR,Americas,URY,Uruguay,2018,Male,25.2
EUR,Europe,MDA,Republic of Moldova,2018,Both sexes,25.3
EUR,Europe,ISR,Israel,2018,Both sexes,25.5
EUR,Europe,ROU,Romania,2018,Both sexes,25.5
EUR,Europe,UKR,Ukraine,2018,Both sexes,25.5
EUR,Europe,NLD,Netherlands,2018,Male,25.6
EUR,Europe,DEU,Germany,2018,Female,26.0
EUR,Europe,POL,Poland,2018,Both sexes,26.0
EUR,Europe,SVK,Slovakia,2018,Female,26.0
EMR,Eastern Mediterranean,TUN,Tunisia,2018,Both sexes,26.0
EUR,Europe,IRL,Ireland,2018,Male,26.1
EUR,Europe,HUN,Hungary,2018,Female,26.4
AFR,Africa,ZWE,Zimbabwe,2018,Male,26.5
EUR,Europe,BLR,Belarus,2018,Both sexes,26.6
WPR,Western Pacific,COK,Cook Islands,2018,Both sexes,26.6
EUR,Europe,ARM,Armenia,2018,Both sexes,26.7
WPR,Western Pacific,FJI,Fiji,2018,Both sexes,26.7
EMR,Eastern Mediterranean,QAT,Qatar,2018,Male,26.7
EUR,Europe,ESP,Spain,2018,Female,26.7
EUR,Europe,BEL,Belgium,2018,Male,26.9
AFR,Africa,MUS,Mauritius,2018,Both sexes,26.9
SEAR,South-East Asia,IND,India,2018,Both sexes,27.0
AMR,Americas,CUB,Cuba,2018,Both sexes,27.1
EUR,Europe,ITA,Italy,2018,Male,27.1
EUR,Europe,LTU,Lithuania,2018,Both sexes,27.1
EUR,Europe,CZE,Czechia,2018,Female,27.3
AFR,Africa,GMB,Gambia,2018,Male,27.3
WPR,Western Pacific,MNG,Mongolia,2018,Both sexes,27.6
EUR,Europe,AUT,Austria,2018,Female,27.7
EUR,Europe,MLT,Malta,2018,Male,27.8
WPR,Western Pacific,SGP,Singapore,2018,Male,27.8
EUR,Europe,CHE,Switzerland,2018,Male,27.8
EUR,Europe,KGZ,Kyrgyzstan,2018,Both sexes,27.9
EUR,Europe,PRT,Portugal,2018,Both sexes,27.9
EUR,Europe,ESP,Spain,2018,Both sexes,27.9
EUR,Europe,DEU,Germany,2018,Both sexes,28.0
AMR,Americas,ARG,Argentina,2018,Male,28.2
EUR,Europe,SWE,Sweden,2018,Male,28.2
EUR,Europe,RUS,Russian Federation,2018,Both sexes,28.3
AFR,Africa,NAM,Namibia,2018,Male,28.4
WPR,Western Pacific,BRN,Brunei Darussalam,2018,Male,28.6
EMR,Eastern Mediterranean,MAR,Morocco,2018,Male,28.6
EUR,Europe,SWE,Sweden,2018,Both sexes,28.8
AFR,Africa,MDG,Madagascar,2018,Both sexes,28.9
WPR,Western Pacific,WSM,Samoa,2018,Both sexes,28.9
EUR,Europe,AUT,Austria,2018,Both sexes,29.1
EUR,Europe,ESP,Spain,2018,Male,29.1
EUR,Europe,ALB,Albania,2018,Both sexes,29.2
EUR,Europe,SWE,Sweden,2018,Female,29.3
EUR,Europe,TUR,Turkey,2018,Both sexes,29.3
EUR,Europe,AND,Andorra,2018,Female,29.5
EUR,Europe,GEO,Georgia,2018,Both sexes,29.7
AFR,Africa,LSO,Lesotho,2018,Both sexes,29.7
AFR,Africa,COM,Comoros,2018,Male,29.9
EUR,Europe,DEU,Germany,2018,Male,29.9
SEAR,South-East Asia,THA,Thailand,2018,Female,3.1
AFR,Africa,TZA,United Republic of Tanzania,2018,Female,3.1
AMR,Americas,BHS,Bahamas,2018,Female,3.2
AMR,Americas,HTI,Haiti,2018,Female,3.3
WPR,Western Pacific,VUT,Vanuatu,2018,Female,3.3
EMR,Eastern Mediterranean,KWT,Kuwait,2018,Female,3.4
EUR,Europe,KGZ,Kyrgyzstan,2018,Female,3.4
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2018,Female,3.5
EMR,Eastern Mediterranean,IRQ,Iraq,2018,Female,3.6
AMR,Americas,PER,Peru,2018,Female,3.6
AMR,Americas,COL,Colombia,2018,Female,3.7
AFR,Africa,GHA,Ghana,2018,Both sexes,3.7
AFR,Africa,COG,Congo,2018,Male,30.1
EUR,Europe,BIH,Bosnia and Herzegovina,2018,Female,30.2
WPR,Western Pacific,TON,Tonga,2018,Both sexes,30.2
EUR,Europe,POL,Poland,2018,Male,30.3
EUR,Europe,AUT,Austria,2018,Male,30.4
EUR,Europe,EST,Estonia,2018,Both sexes,30.5
EUR,Europe,HUN,Hungary,2018,Both sexes,30.6
AMR,Americas,USA,United States of America,2018,Male,30.9
AFR,Africa,SLE,Sierra Leone,2018,Male,31.0
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2018,Male,31.2
WPR,Western Pacific,COK,Cook Islands,2018,Male,31.3
AFR,Africa,ZAF,South Africa,2018,Both sexes,31.4
WPR,Western Pacific,TUV,Tuvalu,2018,Female,31.4
EUR,Europe,CZE,Czechia,2018,Both sexes,31.5
SEAR,South-East Asia,NPL,Nepal,2018,Both sexes,31.9
EUR,Europe,SVK,Slovakia,2018,Both sexes,32.3
EMR,Eastern Mediterranean,YEM,Yemen,2018,Male,32.5
EUR,Europe,GRC,Greece,2018,Female,32.8
EUR,Europe,FRA,France,2018,Female,33.2
WPR,Western Pacific,JPN,Japan,2018,Male,33.2
EUR,Europe,PRT,Portugal,2018,Male,33.3
EMR,Eastern Mediterranean,PAK,Pakistan,2018,Male,33.6
EUR,Europe,AND,Andorra,2018,Both sexes,33.8
EUR,Europe,FRA,France,2018,Both sexes,34.6
EUR,Europe,HUN,Hungary,2018,Male,34.8
EUR,Europe,ISR,Israel,2018,Male,35.2
EUR,Europe,ROU,Romania,2018,Male,35.2
EUR,Europe,BGR,Bulgaria,2018,Female,35.3
EUR,Europe,HRV,Croatia,2018,Female,35.3
EUR,Europe,LTU,Lithuania,2018,Male,35.3
AFR,Africa,SYC,Seychelles,2018,Male,35.3
WPR,Western Pacific,KIR,Kiribati,2018,Female,35.5
EUR,Europe,CZE,Czechia,2018,Male,35.6
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2018,Male,35.6
EMR,Eastern Mediterranean,LBN,Lebanon,2018,Female,35.9
EUR,Europe,FRA,France,2018,Male,36.0
AFR,Africa,DZA,Algeria,2018,Male,36.3
WPR,Western Pacific,PLW,Palau,2018,Male,36.3
EUR,Europe,HRV,Croatia,2018,Both sexes,36.6
EUR,Europe,CYP,Cyprus,2018,Both sexes,36.7
EUR,Europe,LVA,Latvia,2018,Both sexes,36.7
EUR,Europe,EST,Estonia,2018,Male,36.9
AFR,Africa,BWA,Botswana,2018,Male,37.3
WPR,Western Pacific,KHM,Cambodia,2018,Male,37.4
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2018,Male,37.5
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2018,Both sexes,37.8
EUR,Europe,HRV,Croatia,2018,Male,37.9
SEAR,South-East Asia,IDN,Indonesia,2018,Both sexes,37.9
WPR,Western Pacific,SLB,Solomon Islands,2018,Both sexes,37.9
EUR,Europe,AND,Andorra,2018,Male,38.1
WPR,Western Pacific,KOR,Republic of Korea,2018,Male,38.2
SEAR,South-East Asia,TLS,Timor-Leste,2018,Both sexes,38.2
EUR,Europe,BIH,Bosnia and Herzegovina,2018,Both sexes,38.3
EUR,Europe,SVK,Slovakia,2018,Male,38.6
EUR,Europe,BGR,Bulgaria,2018,Both sexes,38.9
EUR,Europe,AZE,Azerbaijan,2018,Male,39.0
SEAR,South-East Asia,BGD,Bangladesh,2018,Both sexes,39.1
EUR,Europe,GRC,Greece,2018,Both sexes,39.1
AMR,Americas,CUB,Cuba,2018,Male,39.7
AFR,Africa,UGA,Uganda,2018,Female,4.0
AMR,Americas,JAM,Jamaica,2018,Female,4.2
AFR,Africa,ZMB,Zambia,2018,Female,4.4
AFR,Africa,ETH,Ethiopia,2018,Both sexes,4.6
AFR,Africa,LSO,Lesotho,2018,Female,4.6
AMR,Americas,PRY,Paraguay,2018,Female,4.7
AFR,Africa,NGA,Nigeria,2018,Both sexes,4.8
EUR,Europe,SRB,Serbia,2018,Male,40.0
AMR,Americas,CHL,Chile,2018,Female,40.3
EUR,Europe,SRB,Serbia,2018,Both sexes,40.6
EMR,Eastern Mediterranean,IRQ,Iraq,2018,Male,40.8
WPR,Western Pacific,WSM,Samoa,2018,Male,40.8
EMR,Eastern Mediterranean,KWT,Kuwait,2018,Male,40.9
EUR,Europe,RUS,Russian Federation,2018,Male,40.9
EUR,Europe,UKR,Ukraine,2018,Male,41.0
EUR,Europe,SRB,Serbia,2018,Female,41.2
EMR,Eastern Mediterranean,BHR,Bahrain,2018,Male,41.5
EUR,Europe,TUR,Turkey,2018,Male,41.5
WPR,Western Pacific,PHL,Philippines,2018,Male,41.6
SEAR,South-East Asia,IND,India,2018,Male,42.0
EUR,Europe,KAZ,Kazakhstan,2018,Male,42.2
EMR,Eastern Mediterranean,EGY,Egypt,2018,Male,42.3
WPR,Western Pacific,FJI,Fiji,2018,Male,42.3
EUR,Europe,BGR,Bulgaria,2018,Male,42.5
SEAR,South-East Asia,THA,Thailand,2018,Male,42.5
EMR,Eastern Mediterranean,LBN,Lebanon,2018,Both sexes,42.6
WPR,Western Pacific,MYS,Malaysia,2018,Male,42.7
EUR,Europe,BLR,Belarus,2018,Male,42.8
SEAR,South-East Asia,LKA,Sri Lanka,2018,Male,43.2
EUR,Europe,MDA,Republic of Moldova,2018,Male,44.6
AMR,Americas,CHL,Chile,2018,Both sexes,44.7
WPR,Western Pacific,VUT,Vanuatu,2018,Male,45.0
EUR,Europe,GRC,Greece,2018,Male,45.3
SEAR,South-East Asia,MMR,Myanmar,2018,Both sexes,45.5
EUR,Europe,BIH,Bosnia and Herzegovina,2018,Male,46.3
AFR,Africa,ZAF,South Africa,2018,Male,46.8
AFR,Africa,MDG,Madagascar,2018,Male,46.9
WPR,Western Pacific,CHN,China,2018,Male,47.7
AFR,Africa,MUS,Mauritius,2018,Male,48.3
WPR,Western Pacific,TON,Tonga,2018,Male,48.4
SEAR,South-East Asia,NPL,Nepal,2018,Male,48.6
WPR,Western Pacific,TUV,Tuvalu,2018,Both sexes,48.7
WPR,Western Pacific,MNG,Mongolia,2018,Male,49.1
EMR,Eastern Mediterranean,TUN,Tunisia,2018,Male,49.1
AMR,Americas,CHL,Chile,2018,Male,49.2
EMR,Eastern Mediterranean,LBN,Lebanon,2018,Male,49.4
EUR,Europe,LVA,Latvia,2018,Male,49.5
AMR,Americas,CRI,Costa Rica,2018,Female,5.0
WPR,Western Pacific,SGP,Singapore,2018,Female,5.1
EUR,Europe,GEO,Georgia,2018,Female,5.2
AFR,Africa,MWI,Malawi,2018,Female,5.2
SEAR,South-East Asia,IDN,Indonesia,2018,Female,5.3
AFR,Africa,MUS,Mauritius,2018,Female,5.4
AFR,Africa,MOZ,Mozambique,2018,Female,5.4
AFR,Africa,STP,Sao Tome and Principe,2018,Both sexes,5.4
WPR,Western Pacific,KOR,Republic of Korea,2018,Female,5.9
EUR,Europe,CYP,Cyprus,2018,Male,50.1
EUR,Europe,ALB,Albania,2018,Male,50.5
WPR,Western Pacific,NRU,Nauru,2018,Male,51.7
EUR,Europe,ARM,Armenia,2018,Male,51.8
WPR,Western Pacific,KIR,Kiribati,2018,Both sexes,52.0
WPR,Western Pacific,NRU,Nauru,2018,Both sexes,52.1
EUR,Europe,KGZ,Kyrgyzstan,2018,Male,52.5
WPR,Western Pacific,NRU,Nauru,2018,Female,52.6
EUR,Europe,GEO,Georgia,2018,Male,54.2
AFR,Africa,LSO,Lesotho,2018,Male,54.7
WPR,Western Pacific,SLB,Solomon Islands,2018,Male,55.9
EUR,Europe,MDA,Republic of Moldova,2018,Female,6.0
WPR,Western Pacific,MNG,Mongolia,2018,Female,6.2
WPR,Western Pacific,KHM,Cambodia,2018,Female,6.3
AFR,Africa,BDI,Burundi,2018,Female,6.4
EMR,Eastern Mediterranean,PAK,Pakistan,2018,Female,6.4
AMR,Americas,MEX,Mexico,2018,Female,6.5
EUR,Europe,KAZ,Kazakhstan,2018,Female,6.6
AMR,Americas,PAN,Panama,2018,Both sexes,6.9
AFR,Africa,RWA,Rwanda,2018,Female,6.9
AFR,Africa,SYC,Seychelles,2018,Female,6.9
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2018,Male,60.1
SEAR,South-East Asia,BGD,Bangladesh,2018,Male,60.6
SEAR,South-East Asia,TLS,Timor-Leste,2018,Male,65.8
WPR,Western Pacific,TUV,Tuvalu,2018,Male,66.0
WPR,Western Pacific,KIR,Kiribati,2018,Male,68.6
AFR,Africa,GHA,Ghana,2018,Male,7.0
WPR,Western Pacific,PHL,Philippines,2018,Female,7.0
AFR,Africa,BEN,Benin,2018,Both sexes,7.2
AFR,Africa,BFA,Burkina Faso,2018,Female,7.2
AFR,Africa,ERI,Eritrea,2018,Both sexes,7.2
AFR,Africa,NAM,Namibia,2018,Female,7.4
AMR,Americas,DOM,Dominican Republic,2018,Female,7.5
AFR,Africa,TGO,Togo,2018,Both sexes,7.6
EUR,Europe,ALB,Albania,2018,Female,7.9
AMR,Americas,COL,Colombia,2018,Both sexes,7.9
SEAR,South-East Asia,MMR,Myanmar,2018,Male,70.2
SEAR,South-East Asia,IDN,Indonesia,2018,Male,70.5
AFR,Africa,ETH,Ethiopia,2018,Male,8.3
AMR,Americas,HTI,Haiti,2018,Both sexes,8.3
AFR,Africa,LBR,Liberia,2018,Both sexes,8.4
AFR,Africa,SLE,Sierra Leone,2018,Female,8.5
EMR,Eastern Mediterranean,BHR,Bahrain,2018,Female,8.6
AFR,Africa,NER,Niger,2018,Both sexes,8.6
AMR,Americas,BRB,Barbados,2018,Both sexes,8.7
AFR,Africa,NGA,Nigeria,2018,Male,9.0
AFR,Africa,SEN,Senegal,2018,Both sexes,9.1
AFR,Africa,COM,Comoros,2018,Female,9.2
AFR,Africa,CMR,Cameroon,2018,Both sexes,9.3
EMR,Eastern Mediterranean,YEM,Yemen,2018,Female,9.3
AMR,Americas,DOM,Dominican Republic,2018,Both sexes,9.4
AFR,Africa,STP,Sao Tome and Principe,2018,Male,9.5
EMR,Eastern Mediterranean,OMN,Oman,2018,Both sexes,9.6
AMR,Americas,PER,Peru,2018,Both sexes,9.6
AMR,Americas,CRI,Costa Rica,2018,Both sexes,9.8
AFR,Africa,UGA,Uganda,2018,Both sexes,9.8
EUR,Europe,UKR,Ukraine,2018,Female,9.9
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2017,Female,0.0
EUR,Europe,AZE,Azerbaijan,2017,Female,0.2
AFR,Africa,ERI,Eritrea,2017,Female,0.3
EMR,Eastern Mediterranean,EGY,Egypt,2017,Female,0.4
AFR,Africa,GHA,Ghana,2017,Female,0.4
AFR,Africa,NGA,Nigeria,2017,Female,0.6
EMR,Eastern Mediterranean,OMN,Oman,2017,Female,0.8
AFR,Africa,SEN,Senegal,2017,Female,0.8
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2017,Female,0.8
EMR,Eastern Mediterranean,MAR,Morocco,2017,Female,0.9
AFR,Africa,NER,Niger,2017,Female,0.9
AFR,Africa,ETH,Ethiopia,2017,Female,1.0
WPR,Western Pacific,MYS,Malaysia,2017,Female,1.1
AFR,Africa,CMR,Cameroon,2017,Female,1.2
